count,hate_speech_count,offensive_language_count,neither_count,class,label_name,dataset_index,P_non_tox_source,P_tox_source,toxic_bert_positive
3,3,0,0,0,hate speech,23965,0.0030658245,0.9969342,True
3,0,2,1,1,offensive language,396,0.0043469667,0.99565303,True
3,1,2,0,1,offensive language,10432,0.016266286,0.9837337,True
3,0,3,0,1,offensive language,6902,0.012052953,0.98794705,True
3,3,0,0,0,hate speech,19518,0.034130752,0.96586925,True
3,0,3,0,1,offensive language,15332,0.05203122,0.9479688,True
3,2,1,0,0,hate speech,646,0.0021015406,0.99789846,True
3,1,2,0,1,offensive language,6286,0.47051114,0.52948886,True
3,0,2,1,1,offensive language,1733,0.36332065,0.63667935,True
3,0,3,0,1,offensive language,14555,0.94208145,0.05791857,False
3,0,3,0,1,offensive language,4134,0.73329127,0.26670876,False
3,1,2,0,1,offensive language,22629,0.0061064363,0.99389356,True
3,0,3,0,1,offensive language,13239,0.018855274,0.9811447,True
3,0,3,0,1,offensive language,15702,0.0062473416,0.99375266,True
3,1,2,0,1,offensive language,21923,0.0025187135,0.9974813,True
3,0,3,0,1,offensive language,21768,0.4819569,0.5180431,True
3,0,3,0,1,offensive language,994,0.060583055,0.93941694,True
3,0,3,0,1,offensive language,9427,0.010976315,0.9890237,True
3,3,0,0,0,hate speech,11345,0.03220755,0.96779245,True
3,0,3,0,1,offensive language,18873,0.0015919805,0.998408,True
3,1,2,0,1,offensive language,619,0.2870487,0.7129513,True
3,1,2,0,1,offensive language,11505,0.005620301,0.9943797,True
3,0,3,0,1,offensive language,18690,0.14217454,0.85782546,True
3,0,3,0,1,offensive language,13198,0.0036396384,0.99636036,True
3,0,3,0,1,offensive language,19395,0.994574,0.005425983,False
9,2,7,0,1,offensive language,9288,0.0035716891,0.9964283,True
3,0,3,0,1,offensive language,17373,0.47143316,0.52856684,True
3,0,3,0,1,offensive language,6964,0.9776301,0.022369942,False
3,0,3,0,1,offensive language,17587,0.08345848,0.9165415,True
3,0,3,0,1,offensive language,18209,0.0035048127,0.9964952,True
3,0,2,1,1,offensive language,17946,0.01973188,0.9802681,True
3,0,3,0,1,offensive language,5140,0.7159376,0.28406242,False
3,0,3,0,1,offensive language,6488,0.026024759,0.97397524,True
3,3,0,0,0,hate speech,10631,0.006011963,0.99398804,True
3,0,3,0,1,offensive language,12274,0.43563783,0.56436217,True
3,1,2,0,1,offensive language,20318,0.9964403,0.0035597086,False
3,0,3,0,1,offensive language,5669,0.022686064,0.97731394,True
3,0,2,1,1,offensive language,15756,0.9167304,0.08326959,False
3,0,3,0,1,offensive language,14815,0.018557131,0.98144287,True
3,0,3,0,1,offensive language,22541,0.087344706,0.9126553,True
3,0,3,0,1,offensive language,16713,0.51214826,0.4878517,False
3,0,2,1,1,offensive language,1581,0.5772568,0.42274317,False
3,2,1,0,0,hate speech,9393,0.16617078,0.8338292,True
3,0,3,0,1,offensive language,24087,0.012239754,0.98776025,True
4,1,3,0,1,offensive language,14605,0.02775079,0.9722492,True
3,0,3,0,1,offensive language,1314,0.1768688,0.8231312,True
3,0,2,1,1,offensive language,22846,0.97350156,0.02649842,False
3,0,3,0,1,offensive language,23771,0.0013976693,0.99860233,True
3,0,3,0,1,offensive language,11203,0.013925135,0.98607486,True
3,0,3,0,1,offensive language,4755,0.9213395,0.0786605,False
3,0,3,0,1,offensive language,15989,0.039459586,0.9605404,True
3,0,3,0,1,offensive language,16674,0.24325264,0.75674736,True
3,0,3,0,1,offensive language,19109,0.16675359,0.8332464,True
3,0,3,0,1,offensive language,4935,0.017764807,0.9822352,True
3,0,3,0,1,offensive language,11764,0.0043066144,0.9956934,True
3,0,3,0,1,offensive language,10647,0.019492686,0.9805073,True
3,0,3,0,1,offensive language,2746,0.0059541464,0.99404585,True
3,0,3,0,1,offensive language,9745,0.016480863,0.98351914,True
3,0,3,0,1,offensive language,11838,0.030321538,0.96967846,True
4,0,4,0,1,offensive language,9542,0.0076346993,0.9923653,True
3,0,3,0,1,offensive language,11714,0.00693202,0.993068,True
3,1,2,0,1,offensive language,2710,0.13250798,0.867492,True
3,0,3,0,1,offensive language,22165,0.0088044405,0.99119556,True
3,0,3,0,1,offensive language,14384,0.8572401,0.14275993,False
3,1,2,0,1,offensive language,3850,0.0037943125,0.9962057,True
3,0,3,0,1,offensive language,3223,0.01948005,0.98051995,True
3,2,1,0,0,hate speech,3048,0.7870514,0.2129486,False
3,0,3,0,1,offensive language,12611,0.0051935315,0.99480647,True
3,0,3,0,1,offensive language,14281,0.1395905,0.8604095,True
3,1,2,0,1,offensive language,4258,0.12106687,0.87893313,True
6,0,6,0,1,offensive language,21988,0.014796376,0.9852036,True
3,1,2,0,1,offensive language,9279,0.001164496,0.9988355,True
6,0,6,0,1,offensive language,1509,0.08966476,0.91033524,True
3,0,3,0,1,offensive language,5356,0.38044655,0.61955345,True
3,0,3,0,1,offensive language,18359,0.85473174,0.14526825,False
3,0,3,0,1,offensive language,332,0.7751219,0.22487807,False
3,0,3,0,1,offensive language,17301,0.13420498,0.865795,True
3,0,3,0,1,offensive language,7176,0.0015889406,0.99841106,True
3,0,3,0,1,offensive language,21700,0.010672152,0.98932785,True
9,0,9,0,1,offensive language,24204,0.0019029975,0.998097,True
3,1,2,0,1,offensive language,12259,0.004829347,0.99517065,True
3,0,3,0,1,offensive language,22240,0.1338036,0.8661964,True
3,0,3,0,1,offensive language,17724,0.0048277974,0.9951722,True
3,2,1,0,0,hate speech,1431,0.06915671,0.9308433,True
3,0,3,0,1,offensive language,13741,0.014084101,0.9859159,True
3,0,3,0,1,offensive language,19495,0.31324565,0.68675435,True
3,0,3,0,1,offensive language,7692,0.0019996762,0.9980003,True
3,0,3,0,1,offensive language,22490,0.5732561,0.42674392,False
3,0,3,0,1,offensive language,12150,0.07644832,0.9235517,True
3,0,3,0,1,offensive language,9855,0.0037437677,0.99625623,True
3,0,3,0,1,offensive language,17579,0.8275014,0.17249861,False
3,0,2,1,1,offensive language,4627,0.07581717,0.92418283,True
6,1,5,0,1,offensive language,22861,0.0043517947,0.9956482,True
3,1,2,0,1,offensive language,17001,0.44331133,0.55668867,True
3,2,1,0,0,hate speech,6275,0.3807369,0.6192631,True
3,0,3,0,1,offensive language,17651,0.25791007,0.7420899,True
3,0,3,0,1,offensive language,24213,0.60011727,0.39988273,False
3,0,3,0,1,offensive language,19039,0.5831435,0.41685656,False
3,1,2,0,1,offensive language,6355,0.015691936,0.98430806,True
3,0,2,1,1,offensive language,18974,0.029307723,0.9706923,True
3,0,3,0,1,offensive language,3723,0.003401935,0.99659806,True
3,1,2,0,1,offensive language,17471,0.31262612,0.6873739,True
3,0,3,0,1,offensive language,13506,0.32941723,0.6705828,True
3,0,3,0,1,offensive language,20120,0.4690929,0.5309071,True
3,2,1,0,0,hate speech,5000,0.0023601055,0.9976399,True
3,2,1,0,0,hate speech,9389,0.005186558,0.99481344,True
3,0,3,0,1,offensive language,17640,0.03860092,0.9613991,True
3,0,3,0,1,offensive language,18169,0.079871535,0.92012846,True
6,1,5,0,1,offensive language,3288,0.06752622,0.9324738,True
3,0,2,1,1,offensive language,13264,0.33224028,0.6677597,True
6,0,6,0,1,offensive language,10154,0.0062412024,0.9937588,True
3,1,2,0,1,offensive language,706,0.22025305,0.77974695,True
3,0,3,0,1,offensive language,15824,0.0041331053,0.9958669,True
3,0,3,0,1,offensive language,5652,0.10678911,0.8932109,True
3,0,3,0,1,offensive language,8522,0.12623411,0.8737659,True
3,0,3,0,1,offensive language,1769,0.049805164,0.95019484,True
6,0,6,0,1,offensive language,14082,0.0075253844,0.9924746,True
3,1,2,0,1,offensive language,19624,0.016367137,0.98363286,True
3,0,3,0,1,offensive language,5497,0.047536075,0.9524639,True
3,1,2,0,1,offensive language,14342,0.09532082,0.9046792,True
3,0,3,0,1,offensive language,580,0.01448524,0.98551476,True
3,0,3,0,1,offensive language,12551,0.013800383,0.9861996,True
3,0,3,0,1,offensive language,22486,0.014710367,0.98528963,True
3,0,3,0,1,offensive language,2196,0.5943614,0.4056386,False
3,0,3,0,1,offensive language,17753,0.0026515722,0.9973484,True
3,0,3,0,1,offensive language,1772,0.08521676,0.91478324,True
3,0,3,0,1,offensive language,2543,0.15341413,0.84658587,True
3,0,2,1,1,offensive language,4660,0.10000092,0.8999991,True
3,0,3,0,1,offensive language,13059,0.0027738214,0.9972262,True
3,1,2,0,1,offensive language,19291,0.01515007,0.98484993,True
3,0,3,0,1,offensive language,22929,0.007904112,0.9920959,True
3,0,3,0,1,offensive language,21698,0.033671796,0.9663282,True
6,1,5,0,1,offensive language,16601,0.0022221208,0.9977779,True
3,1,2,0,1,offensive language,14505,0.9759736,0.024026418,False
3,0,2,1,1,offensive language,10177,0.5884059,0.4115941,False
3,0,3,0,1,offensive language,6074,0.0029135346,0.99708647,True
3,0,3,0,1,offensive language,6169,0.03846073,0.96153927,True
3,0,2,1,1,offensive language,19263,0.8504937,0.14950626,False
3,1,2,0,1,offensive language,24193,0.05553317,0.9444668,True
3,0,3,0,1,offensive language,17133,0.8823421,0.11765791,False
3,0,3,0,1,offensive language,14775,0.023122072,0.9768779,True
3,0,3,0,1,offensive language,10808,0.2317363,0.7682637,True
3,1,2,0,1,offensive language,7177,0.012087882,0.9879121,True
3,0,3,0,1,offensive language,23408,0.032021523,0.9679785,True
3,0,3,0,1,offensive language,1751,0.09487277,0.9051272,True
3,0,3,0,1,offensive language,18404,0.050018847,0.94998115,True
3,0,3,0,1,offensive language,3375,0.006259382,0.9937406,True
3,0,3,0,1,offensive language,6075,0.006942153,0.99305785,True
3,1,2,0,1,offensive language,4575,0.09444088,0.9055591,True
6,1,5,0,1,offensive language,11733,0.08316314,0.91683686,True
3,0,3,0,1,offensive language,7982,0.01052767,0.9894723,True
6,0,6,0,1,offensive language,16248,0.45731217,0.54268783,True
3,0,3,0,1,offensive language,5382,0.04385686,0.95614314,True
3,0,3,0,1,offensive language,4895,0.36911994,0.63088006,True
3,0,3,0,1,offensive language,2579,0.0021062493,0.99789375,True
3,0,3,0,1,offensive language,16011,0.0019177198,0.9980823,True
3,0,2,1,1,offensive language,6579,0.5640149,0.4359851,False
3,0,3,0,1,offensive language,1042,0.2077446,0.7922554,True
3,0,3,0,1,offensive language,20911,0.0018456578,0.99815434,True
3,2,1,0,0,hate speech,23462,0.0015310645,0.99846894,True
3,0,3,0,1,offensive language,8242,0.023441195,0.9765588,True
3,0,3,0,1,offensive language,11101,0.06775147,0.93224853,True
3,0,3,0,1,offensive language,3336,0.0016572475,0.99834275,True
3,0,3,0,1,offensive language,14450,0.004236698,0.9957633,True
3,0,3,0,1,offensive language,12894,0.97567123,0.02432877,False
3,0,3,0,1,offensive language,23221,0.30584556,0.69415444,True
3,0,3,0,1,offensive language,2124,0.008046091,0.9919539,True
9,0,9,0,1,offensive language,17020,0.022992373,0.9770076,True
3,0,3,0,1,offensive language,23257,0.00677073,0.99322927,True
3,1,2,0,1,offensive language,18077,0.06839186,0.93160814,True
3,0,3,0,1,offensive language,8797,0.64366937,0.3563306,False
3,0,3,0,1,offensive language,11632,0.030594409,0.9694056,True
3,0,3,0,1,offensive language,1901,0.3624524,0.6375476,True
3,0,3,0,1,offensive language,23179,0.0027973652,0.99720263,True
3,0,3,0,1,offensive language,13049,0.7723373,0.22766267,False
3,0,3,0,1,offensive language,12185,0.11628121,0.8837188,True
3,0,3,0,1,offensive language,14829,0.031438887,0.9685611,True
3,1,2,0,1,offensive language,3038,0.010649741,0.98935026,True
3,1,2,0,1,offensive language,11478,0.01505512,0.9849449,True
3,0,3,0,1,offensive language,3905,0.013222992,0.986777,True
3,0,3,0,1,offensive language,2881,0.033031523,0.9669685,True
3,1,2,0,1,offensive language,19856,0.0057579875,0.994242,True
3,1,2,0,1,offensive language,22998,0.95926934,0.040730674,False
3,0,3,0,1,offensive language,8767,0.0038771033,0.9961229,True
3,0,3,0,1,offensive language,13041,0.054768503,0.9452315,True
3,0,3,0,1,offensive language,1177,0.0042377114,0.9957623,True
3,1,2,0,1,offensive language,9874,0.0011822581,0.99881774,True
3,1,2,0,1,offensive language,13069,0.05681491,0.9431851,True
3,0,3,0,1,offensive language,21617,0.062342346,0.93765765,True
3,0,3,0,1,offensive language,9387,0.0018906593,0.99810934,True
3,0,3,0,1,offensive language,3842,0.018560112,0.9814399,True
3,0,3,0,1,offensive language,1537,0.23620903,0.76379097,True
3,2,1,0,0,hate speech,1394,0.026153445,0.97384655,True
3,0,3,0,1,offensive language,1264,0.11839032,0.8816097,True
3,0,3,0,1,offensive language,23058,0.0032730103,0.996727,True
3,0,3,0,1,offensive language,23854,0.008252859,0.99174714,True
3,0,3,0,1,offensive language,17976,0.015751898,0.9842481,True
3,0,2,1,1,offensive language,12101,0.14845943,0.85154057,True
9,0,9,0,1,offensive language,18925,0.030938506,0.9690615,True
3,1,2,0,1,offensive language,10436,0.007513523,0.9924865,True
3,0,3,0,1,offensive language,15511,0.9528057,0.047194287,False
3,0,3,0,1,offensive language,4690,0.0025489926,0.997451,True
3,0,3,0,1,offensive language,20138,0.0031567812,0.9968432,True
3,2,1,0,0,hate speech,17643,0.101519465,0.89848053,True
3,0,3,0,1,offensive language,7486,0.11174154,0.88825846,True
3,0,3,0,1,offensive language,22978,0.0011172891,0.9988827,True
6,0,6,0,1,offensive language,15311,0.00685364,0.99314636,True
3,1,2,0,1,offensive language,12054,0.009204209,0.9907958,True
3,0,3,0,1,offensive language,7116,0.0052830577,0.99471694,True
3,0,3,0,1,offensive language,10852,0.1152944,0.8847056,True
3,0,3,0,1,offensive language,4847,0.29883307,0.7011669,True
3,0,3,0,1,offensive language,15201,0.04186642,0.9581336,True
3,0,3,0,1,offensive language,16609,0.01865679,0.9813432,True
3,0,3,0,1,offensive language,20298,0.0022698045,0.9977302,True
6,0,6,0,1,offensive language,14785,0.03649378,0.9635062,True
3,0,2,1,1,offensive language,24489,0.1597088,0.8402912,True
3,1,2,0,1,offensive language,17638,0.1777482,0.8222518,True
3,0,3,0,1,offensive language,3197,0.008906901,0.9910931,True
3,2,1,0,0,hate speech,4848,0.51116604,0.48883396,False
3,0,3,0,1,offensive language,11836,0.006442249,0.99355775,True
6,0,5,1,1,offensive language,6049,0.97610795,0.023892071,False
3,2,1,0,0,hate speech,2852,0.002182126,0.9978179,True
3,0,3,0,1,offensive language,24297,0.05426073,0.94573927,True
3,0,3,0,1,offensive language,9299,0.0030645132,0.9969355,True
3,0,3,0,1,offensive language,9433,0.20212537,0.7978746,True
3,0,3,0,1,offensive language,18094,0.017804444,0.98219556,True
3,0,2,1,1,offensive language,546,0.99725294,0.0027470721,False
3,0,3,0,1,offensive language,10830,0.0027647614,0.99723524,True
3,1,2,0,1,offensive language,6566,0.081935406,0.9180646,True
3,0,3,0,1,offensive language,22365,0.007745266,0.99225473,True
3,0,3,0,1,offensive language,4702,0.63554287,0.36445713,False
3,1,2,0,1,offensive language,12311,0.003067851,0.99693215,True
3,0,3,0,1,offensive language,23869,0.003913641,0.99608636,True
3,0,3,0,1,offensive language,6022,0.0073077083,0.9926923,True
3,2,1,0,0,hate speech,21653,0.028155506,0.9718445,True
3,1,2,0,1,offensive language,8040,0.00095933676,0.99904066,True
3,0,2,1,1,offensive language,17687,0.9887433,0.011256724,False
3,0,3,0,1,offensive language,21497,0.019191623,0.9808084,True
3,0,3,0,1,offensive language,8134,0.70203346,0.29796654,False
3,0,3,0,1,offensive language,471,0.045838416,0.9541616,True
3,0,3,0,1,offensive language,20392,0.9380232,0.061976776,False
3,0,3,0,1,offensive language,5057,0.6621237,0.3378763,False
3,0,3,0,1,offensive language,24624,0.010672569,0.98932743,True
3,0,2,1,1,offensive language,16868,0.5351728,0.46482715,False
3,2,0,1,0,hate speech,13394,0.15500218,0.8449978,True
3,1,2,0,1,offensive language,23662,0.008603871,0.9913961,True
3,1,2,0,1,offensive language,3494,0.0016776919,0.9983223,True
3,0,2,1,1,offensive language,8708,0.9990611,0.00093886984,False
3,0,3,0,1,offensive language,8018,0.0059989095,0.9940011,True
3,0,3,0,1,offensive language,19239,0.0033493638,0.99665064,True
3,0,3,0,1,offensive language,18886,0.009835064,0.99016494,True
3,0,3,0,1,offensive language,2116,0.59906304,0.400937,False
3,0,3,0,1,offensive language,16725,0.10645336,0.89354664,True
3,0,3,0,1,offensive language,8634,0.010776281,0.9892237,True
3,0,3,0,1,offensive language,19219,0.0066126585,0.99338734,True
3,0,3,0,1,offensive language,4431,0.004696369,0.99530363,True
9,0,9,0,1,offensive language,14964,0.10806829,0.8919317,True
3,2,1,0,0,hate speech,22153,0.07178968,0.9282103,True
3,0,3,0,1,offensive language,16095,0.040780663,0.95921934,True
3,0,3,0,1,offensive language,8823,0.0068223476,0.99317765,True
3,0,3,0,1,offensive language,10713,0.16656429,0.8334357,True
3,1,2,0,1,offensive language,6483,0.0039055943,0.9960944,True
3,1,2,0,1,offensive language,22377,0.006888032,0.99311197,True
3,0,3,0,1,offensive language,10664,0.08810538,0.9118946,True
3,0,3,0,1,offensive language,10949,0.034107327,0.9658927,True
3,0,3,0,1,offensive language,24723,0.031644523,0.9683555,True
3,0,3,0,1,offensive language,22123,0.011161029,0.988839,True
3,0,3,0,1,offensive language,22954,0.0064201355,0.99357986,True
4,0,4,0,1,offensive language,6905,0.018656671,0.9813433,True
3,1,2,0,1,offensive language,10253,0.035149515,0.9648505,True
3,0,3,0,1,offensive language,10362,0.091679156,0.90832084,True
3,0,3,0,1,offensive language,5344,0.026137054,0.97386295,True
3,0,2,1,1,offensive language,20327,0.4460979,0.5539021,True
3,0,3,0,1,offensive language,13791,0.20057476,0.79942524,True
3,0,3,0,1,offensive language,445,0.001940906,0.9980591,True
3,0,3,0,1,offensive language,15374,0.9817786,0.018221393,False
3,0,3,0,1,offensive language,8254,0.09278774,0.90721226,True
3,1,2,0,1,offensive language,7502,0.0026637912,0.9973362,True
3,0,3,0,1,offensive language,3414,0.02037996,0.97962004,True
3,0,3,0,1,offensive language,20295,0.009114325,0.9908857,True
3,0,3,0,1,offensive language,1682,0.5947266,0.40527338,False
3,0,3,0,1,offensive language,16781,0.0037637353,0.99623626,True
3,1,2,0,1,offensive language,18554,0.11635792,0.8836421,True
3,0,3,0,1,offensive language,13420,0.2879098,0.7120902,True
3,0,3,0,1,offensive language,4088,0.9167866,0.08321338,False
3,0,3,0,1,offensive language,16322,0.02478683,0.97521317,True
3,0,3,0,1,offensive language,24276,0.3751341,0.6248659,True
3,0,3,0,1,offensive language,6865,0.004786372,0.9952136,True
3,0,3,0,1,offensive language,17562,0.033414185,0.9665858,True
3,1,2,0,1,offensive language,13862,0.012542546,0.98745745,True
3,2,1,0,0,hate speech,5541,0.3356803,0.6643197,True
3,1,2,0,1,offensive language,24309,0.0055309534,0.99446905,True
6,0,5,1,1,offensive language,6295,0.86695033,0.13304965,False
3,0,3,0,1,offensive language,1291,0.013213396,0.9867866,True
6,1,5,0,1,offensive language,18950,0.0041841865,0.9958158,True
3,0,3,0,1,offensive language,23653,0.0068125725,0.9931874,True
3,0,3,0,1,offensive language,7171,0.029956996,0.970043,True
3,1,2,0,1,offensive language,5556,0.095154345,0.90484565,True
3,0,3,0,1,offensive language,17180,0.075692296,0.9243077,True
3,0,3,0,1,offensive language,11133,0.025843143,0.97415686,True
3,0,3,0,1,offensive language,9114,0.0068044662,0.99319553,True
3,0,3,0,1,offensive language,8885,0.001959145,0.99804085,True
3,2,1,0,0,hate speech,20362,0.2545926,0.7454074,True
3,0,3,0,1,offensive language,4195,0.59340346,0.40659654,False
3,0,3,0,1,offensive language,3289,0.04196477,0.95803523,True
3,0,3,0,1,offensive language,12448,0.0038793683,0.99612063,True
3,1,2,0,1,offensive language,13225,0.05243385,0.94756615,True
3,1,2,0,1,offensive language,24713,0.045501173,0.9544988,True
3,0,3,0,1,offensive language,22506,0.026094198,0.9739058,True
3,0,2,1,1,offensive language,7339,0.03840828,0.9615917,True
3,0,3,0,1,offensive language,1572,0.064425826,0.9355742,True
3,1,2,0,1,offensive language,18855,0.009138823,0.9908612,True
3,2,1,0,0,hate speech,3210,0.028766274,0.9712337,True
3,0,3,0,1,offensive language,23939,0.072784364,0.92721564,True
9,1,8,0,1,offensive language,17514,0.024722338,0.97527766,True
3,0,3,0,1,offensive language,1714,0.0050193667,0.99498063,True
3,1,2,0,1,offensive language,9051,0.011211336,0.98878866,True
3,1,2,0,1,offensive language,13289,0.05535525,0.94464475,True
3,0,3,0,1,offensive language,17115,0.08352804,0.91647196,True
3,0,3,0,1,offensive language,19765,0.19128495,0.80871505,True
3,0,3,0,1,offensive language,885,0.0027611256,0.9972389,True
3,0,3,0,1,offensive language,6853,0.00906378,0.9909362,True
3,0,3,0,1,offensive language,4765,0.008010089,0.9919899,True
3,0,3,0,1,offensive language,904,0.14844579,0.8515542,True
3,0,3,0,1,offensive language,19226,0.03167355,0.96832645,True
3,0,3,0,1,offensive language,21944,0.007757008,0.992243,True
3,1,2,0,1,offensive language,21280,0.0033416748,0.9966583,True
3,0,3,0,1,offensive language,1592,0.08685255,0.91314745,True
3,0,3,0,1,offensive language,21369,0.006839037,0.99316096,True
3,0,3,0,1,offensive language,13341,0.0015776157,0.9984224,True
3,0,3,0,1,offensive language,15945,0.008820474,0.9911795,True
3,0,3,0,1,offensive language,16038,0.025449157,0.97455084,True
3,0,3,0,1,offensive language,22715,0.06534326,0.93465674,True
3,0,3,0,1,offensive language,13181,0.0248968,0.9751032,True
3,0,3,0,1,offensive language,10298,0.032241166,0.96775883,True
3,0,3,0,1,offensive language,17856,0.035784185,0.9642158,True
3,0,3,0,1,offensive language,407,0.997159,0.0028409718,False
3,0,3,0,1,offensive language,2582,0.011386752,0.98861325,True
3,0,2,1,1,offensive language,5515,0.91180557,0.08819444,False
3,0,3,0,1,offensive language,23842,0.0036905408,0.99630946,True
3,1,2,0,1,offensive language,7557,0.16241616,0.83758384,True
3,0,3,0,1,offensive language,20628,0.01251173,0.98748827,True
3,1,2,0,1,offensive language,15383,0.08271682,0.9172832,True
3,1,2,0,1,offensive language,23169,0.06895441,0.9310456,True
3,0,3,0,1,offensive language,985,0.19949776,0.80050224,True
3,0,3,0,1,offensive language,5606,0.013299584,0.9867004,True
6,1,5,0,1,offensive language,16395,0.0070315003,0.9929685,True
3,0,3,0,1,offensive language,21304,0.015056193,0.9849438,True
3,0,3,0,1,offensive language,3891,0.041793942,0.95820606,True
3,2,1,0,0,hate speech,7264,0.025617182,0.9743828,True
3,0,3,0,1,offensive language,16140,0.09616321,0.9038368,True
3,1,2,0,1,offensive language,9444,0.0019673705,0.9980326,True
3,1,2,0,1,offensive language,22385,0.0036346912,0.9963653,True
3,0,3,0,1,offensive language,5089,0.006135285,0.9938647,True
3,2,1,0,0,hate speech,19880,0.09512758,0.9048724,True
3,0,3,0,1,offensive language,9451,0.9682803,0.031719685,False
3,0,3,0,1,offensive language,5289,0.014706016,0.985294,True
3,0,2,1,1,offensive language,16033,0.063455045,0.93654495,True
