count,hate_speech_count,offensive_language_count,neither_count,class,label_name,dataset_index,P_non_tox_source,P_tox_source,toxic_bert_positive
3,1,2,0,1,offensive language,23169,0.06895441,0.9310456,True
3,0,3,0,1,offensive language,3905,0.013222992,0.986777,True
3,1,2,0,1,offensive language,11505,0.005620301,0.9943797,True
3,0,3,0,1,offensive language,4935,0.017764807,0.9822352,True
3,0,3,0,1,offensive language,19219,0.0066126585,0.99338734,True
3,0,3,0,1,offensive language,3723,0.003401935,0.99659806,True
9,1,8,0,1,offensive language,17514,0.024722338,0.97527766,True
3,0,3,0,1,offensive language,9433,0.20212537,0.7978746,True
3,0,3,0,1,offensive language,1592,0.08685255,0.91314745,True
3,1,2,0,1,offensive language,11800,0.036371708,0.9636283,True
3,1,2,0,1,offensive language,4575,0.09444088,0.9055591,True
3,0,3,0,1,offensive language,12476,0.027973175,0.9720268,True
3,0,3,0,1,offensive language,1794,0.075237274,0.9247627,True
3,0,3,0,1,offensive language,6902,0.012052953,0.98794705,True
6,1,5,0,1,offensive language,16601,0.0022221208,0.9977779,True
3,0,3,0,1,offensive language,3435,0.0041919947,0.995808,True
6,2,4,0,1,offensive language,21669,0.0013725758,0.9986274,True
3,0,3,0,1,offensive language,6488,0.026024759,0.97397524,True
3,1,2,0,1,offensive language,13416,0.0011091828,0.9988908,True
3,0,3,0,1,offensive language,23866,0.0020903945,0.9979096,True
3,0,3,0,1,offensive language,7867,0.0030528903,0.9969471,True
3,0,3,0,1,offensive language,5288,0.012512922,0.9874871,True
3,3,0,0,0,hate speech,11345,0.03220755,0.96779245,True
3,0,3,0,1,offensive language,7558,0.012315273,0.9876847,True
3,0,3,0,1,offensive language,23842,0.0036905408,0.99630946,True
3,1,2,0,1,offensive language,3850,0.0037943125,0.9962057,True
3,0,3,0,1,offensive language,2353,0.21984535,0.78015465,True
3,1,2,0,1,offensive language,6355,0.015691936,0.98430806,True
3,0,3,0,1,offensive language,11480,0.013752818,0.9862472,True
3,0,3,0,1,offensive language,21698,0.033671796,0.9663282,True
6,0,6,0,1,offensive language,10154,0.0062412024,0.9937588,True
3,0,3,0,1,offensive language,23729,0.0020580888,0.9979419,True
9,0,9,0,1,offensive language,18925,0.030938506,0.9690615,True
3,0,3,0,1,offensive language,17989,0.012889266,0.98711073,True
3,0,3,0,1,offensive language,18011,0.11218959,0.8878104,True
3,0,3,0,1,offensive language,2382,0.0067034364,0.99329656,True
3,0,3,0,1,offensive language,21830,0.0078064203,0.9921936,True
3,0,2,1,1,offensive language,18974,0.029307723,0.9706923,True
3,2,1,0,0,hate speech,3657,0.003142953,0.99685705,True
3,0,3,0,1,offensive language,9244,0.0020011067,0.9979989,True
3,1,2,0,1,offensive language,13498,0.00687629,0.9931237,True
3,0,3,0,1,offensive language,10036,0.026010752,0.97398925,True
3,2,1,0,0,hate speech,3210,0.028766274,0.9712337,True
3,1,2,0,1,offensive language,17487,0.009963512,0.9900365,True
3,0,3,0,1,offensive language,6030,0.08381814,0.91618186,True
3,2,1,0,0,hate speech,6083,0.052878678,0.9471213,True
3,0,3,0,1,offensive language,8347,0.059611797,0.9403882,True
3,0,3,0,1,offensive language,23221,0.30584556,0.69415444,True
3,0,3,0,1,offensive language,6694,0.042239368,0.95776063,True
3,0,3,0,1,offensive language,23771,0.0013976693,0.99860233,True
3,2,1,0,0,hate speech,17643,0.101519465,0.89848053,True
3,1,2,0,1,offensive language,10409,0.0069499016,0.9930501,True
3,0,3,0,1,offensive language,8254,0.09278774,0.90721226,True
3,2,1,0,0,hate speech,3242,0.042515576,0.9574844,True
3,0,3,0,1,offensive language,17640,0.03860092,0.9613991,True
6,1,5,0,1,offensive language,9457,0.05883813,0.9411619,True
3,0,3,0,1,offensive language,9567,0.16732228,0.8326777,True
3,0,3,0,1,offensive language,15361,0.004096687,0.9959033,True
3,0,3,0,1,offensive language,23058,0.0032730103,0.996727,True
3,0,3,0,1,offensive language,132,0.0019367337,0.99806327,True
3,0,3,0,1,offensive language,9114,0.0068044662,0.99319553,True
3,0,3,0,1,offensive language,20120,0.4690929,0.5309071,True
6,1,5,0,1,offensive language,11733,0.08316314,0.91683686,True
3,0,3,0,1,offensive language,15172,0.0014214516,0.99857855,True
3,0,3,0,1,offensive language,23598,0.002724111,0.9972759,True
3,0,3,0,1,offensive language,10374,0.0027510524,0.99724895,True
3,0,3,0,1,offensive language,19448,0.018678725,0.9813213,True
3,0,3,0,1,offensive language,8823,0.0068223476,0.99317765,True
3,0,3,0,1,offensive language,11203,0.013925135,0.98607486,True
3,0,3,0,1,offensive language,15824,0.0041331053,0.9958669,True
3,0,3,0,1,offensive language,18169,0.079871535,0.92012846,True
3,0,3,0,1,offensive language,1177,0.0042377114,0.9957623,True
3,0,2,1,1,offensive language,16033,0.063455045,0.93654495,True
3,0,3,0,1,offensive language,13071,0.039294124,0.9607059,True
3,0,3,0,1,offensive language,22715,0.06534326,0.93465674,True
3,1,2,0,1,offensive language,5303,0.1555748,0.8444252,True
3,0,3,0,1,offensive language,10029,0.04726994,0.95273006,True
3,2,1,0,0,hate speech,19630,0.010181844,0.98981816,True
3,0,3,0,1,offensive language,12539,0.0039873123,0.9960127,True
3,0,3,0,1,offensive language,19765,0.19128495,0.80871505,True
3,0,3,0,1,offensive language,251,0.0033097267,0.9966903,True
3,0,3,0,1,offensive language,11243,0.005622208,0.9943778,True
3,1,2,0,1,offensive language,17545,0.052205384,0.9477946,True
3,0,3,0,1,offensive language,5089,0.006135285,0.9938647,True
3,0,3,0,1,offensive language,11404,0.05418682,0.9458132,True
3,0,3,0,1,offensive language,16322,0.02478683,0.97521317,True
6,1,5,0,1,offensive language,16395,0.0070315003,0.9929685,True
3,2,1,0,0,hate speech,22153,0.07178968,0.9282103,True
3,0,3,0,1,offensive language,16770,0.10666603,0.893334,True
3,2,1,0,0,hate speech,9272,0.0013906956,0.9986093,True
3,0,3,0,1,offensive language,885,0.0027611256,0.9972389,True
3,0,3,0,1,offensive language,5606,0.013299584,0.9867004,True
3,0,3,0,1,offensive language,5356,0.38044655,0.61955345,True
3,0,2,1,1,offensive language,396,0.0043469667,0.99565303,True
3,0,3,0,1,offensive language,985,0.19949776,0.80050224,True
3,0,3,0,1,offensive language,7692,0.0019996762,0.9980003,True
3,0,3,0,1,offensive language,15770,0.0805313,0.9194687,True
3,0,3,0,1,offensive language,23179,0.0027973652,0.99720263,True
3,0,3,0,1,offensive language,471,0.045838416,0.9541616,True
3,2,1,0,0,hate speech,5808,0.0014887452,0.99851125,True
3,0,2,1,1,offensive language,22740,0.17779744,0.82220256,True
3,0,3,0,1,offensive language,1291,0.013213396,0.9867866,True
3,0,3,0,1,offensive language,22365,0.007745266,0.99225473,True
3,0,3,0,1,offensive language,19109,0.16675359,0.8332464,True
3,1,2,0,1,offensive language,20972,0.0025150776,0.9974849,True
3,0,3,0,1,offensive language,7376,0.019099653,0.98090035,True
3,0,3,0,1,offensive language,1713,0.05786878,0.9421312,True
6,1,5,0,1,offensive language,16727,0.015046716,0.9849533,True
3,0,3,0,1,offensive language,16911,0.11493063,0.8850694,True
3,0,3,0,1,offensive language,24087,0.012239754,0.98776025,True
3,0,3,0,1,offensive language,24334,0.1104539,0.8895461,True
3,0,3,0,1,offensive language,13239,0.018855274,0.9811447,True
3,0,3,0,1,offensive language,12185,0.11628121,0.8837188,True
3,0,3,0,1,offensive language,20295,0.009114325,0.9908857,True
3,1,2,0,1,offensive language,4258,0.12106687,0.87893313,True
3,1,2,0,1,offensive language,17638,0.1777482,0.8222518,True
3,0,3,0,1,offensive language,4460,0.030643344,0.96935666,True
3,0,3,0,1,offensive language,12611,0.0051935315,0.99480647,True
3,2,1,0,0,hate speech,1431,0.06915671,0.9308433,True
3,1,2,0,1,offensive language,3038,0.010649741,0.98935026,True
3,0,3,0,1,offensive language,17651,0.25791007,0.7420899,True
3,0,2,1,1,offensive language,16000,0.0133677125,0.9866323,True
3,0,3,0,1,offensive language,10666,0.07204133,0.92795867,True
3,0,3,0,1,offensive language,23376,0.0019019246,0.9980981,True
3,0,3,0,1,offensive language,23939,0.072784364,0.92721564,True
3,1,2,0,1,offensive language,13375,0.0017902851,0.9982097,True
3,1,2,0,1,offensive language,9589,0.018564045,0.98143595,True
3,0,3,0,1,offensive language,21700,0.010672152,0.98932785,True
3,0,3,0,1,offensive language,4881,0.018820226,0.9811798,True
4,0,4,0,1,offensive language,8529,0.09635335,0.90364665,True
3,1,2,0,1,offensive language,17471,0.31262612,0.6873739,True
6,0,6,0,1,offensive language,18218,0.02077961,0.9792204,True
3,0,3,0,1,offensive language,18776,0.07605028,0.9239497,True
3,0,3,0,1,offensive language,5313,0.35474658,0.6452534,True
3,0,3,0,1,offensive language,24501,0.0029418468,0.99705815,True
6,0,5,1,1,offensive language,20995,0.024229288,0.9757707,True
3,0,2,1,1,offensive language,12101,0.14845943,0.85154057,True
3,0,3,0,1,offensive language,11838,0.030321538,0.96967846,True
3,0,3,0,1,offensive language,3842,0.018560112,0.9814399,True
3,0,3,0,1,offensive language,8252,0.0365566,0.9634434,True
3,0,3,0,1,offensive language,22439,0.17742711,0.8225729,True
9,0,9,0,1,offensive language,18629,0.16654915,0.83345085,True
3,0,3,0,1,offensive language,3023,0.005605817,0.9943942,True
3,1,2,0,1,offensive language,21510,0.014291048,0.98570895,True
3,0,3,0,1,offensive language,15771,0.013067782,0.9869322,True
3,0,3,0,1,offensive language,8018,0.0059989095,0.9940011,True
3,0,3,0,1,offensive language,2746,0.0059541464,0.99404585,True
3,0,3,0,1,offensive language,12506,0.0027697682,0.99723023,True
3,0,3,0,1,offensive language,9453,0.005502045,0.99449795,True
3,0,3,0,1,offensive language,8551,0.03395182,0.9660482,True
3,0,3,0,1,offensive language,20911,0.0018456578,0.99815434,True
3,0,3,0,1,offensive language,3436,0.008059323,0.9919407,True
4,0,4,0,1,offensive language,6905,0.018656671,0.9813433,True
3,0,3,0,1,offensive language,10298,0.032241166,0.96775883,True
3,0,3,0,1,offensive language,16140,0.09616321,0.9038368,True
3,0,3,0,1,offensive language,11101,0.06775147,0.93224853,True
3,0,2,1,1,offensive language,2246,0.003862083,0.9961379,True
6,0,6,0,1,offensive language,12336,0.021543503,0.9784565,True
3,0,3,0,1,offensive language,21625,0.0113530755,0.9886469,True
3,0,3,0,1,offensive language,16674,0.24325264,0.75674736,True
3,2,1,0,0,hate speech,17787,0.008183062,0.99181694,True
3,2,1,0,0,hate speech,5541,0.3356803,0.6643197,True
3,0,3,0,1,offensive language,1042,0.2077446,0.7922554,True
3,0,3,0,1,offensive language,23781,0.0077235103,0.9922765,True
3,0,3,0,1,offensive language,11836,0.006442249,0.99355775,True
3,0,3,0,1,offensive language,24297,0.05426073,0.94573927,True
3,0,3,0,1,offensive language,18796,0.09494007,0.90505993,True
3,2,1,0,0,hate speech,20362,0.2545926,0.7454074,True
3,0,3,0,1,offensive language,23759,0.021005869,0.97899413,True
3,1,2,0,1,offensive language,23662,0.008603871,0.9913961,True
3,0,3,0,1,offensive language,16268,0.0032532215,0.9967468,True
3,0,3,0,1,offensive language,10151,0.01249814,0.98750186,True
3,1,2,0,1,offensive language,12259,0.004829347,0.99517065,True
3,0,3,0,1,offensive language,10852,0.1152944,0.8847056,True
3,0,3,0,1,offensive language,17180,0.075692296,0.9243077,True
3,1,2,0,1,offensive language,18855,0.009138823,0.9908612,True
3,0,3,0,1,offensive language,20628,0.01251173,0.98748827,True
3,1,2,0,1,offensive language,5357,0.053960085,0.9460399,True
3,0,3,0,1,offensive language,15855,0.06870431,0.9312957,True
3,0,3,0,1,offensive language,22240,0.1338036,0.8661964,True
3,0,3,0,1,offensive language,19662,0.21604127,0.78395873,True
3,0,2,1,1,offensive language,15466,0.004341364,0.99565864,True
3,0,3,0,1,offensive language,3197,0.008906901,0.9910931,True
3,0,3,0,1,offensive language,19495,0.31324565,0.68675435,True
3,1,2,0,1,offensive language,9444,0.0019673705,0.9980326,True
6,0,6,0,1,offensive language,1509,0.08966476,0.91033524,True
3,0,3,0,1,offensive language,4099,0.002969265,0.99703074,True
3,0,3,0,1,offensive language,994,0.060583055,0.93941694,True
6,0,6,0,1,offensive language,2768,0.015360951,0.98463905,True
3,0,3,0,1,offensive language,6920,0.005809307,0.9941907,True
3,0,3,0,1,offensive language,8767,0.0038771033,0.9961229,True
6,0,6,0,1,offensive language,7053,0.047839224,0.9521608,True
3,0,3,0,1,offensive language,15259,0.17037588,0.8296241,True
3,0,3,0,1,offensive language,17481,0.029955745,0.97004426,True
3,0,3,0,1,offensive language,7116,0.0052830577,0.99471694,True
3,1,2,0,1,offensive language,2710,0.13250798,0.867492,True
3,0,3,0,1,offensive language,904,0.14844579,0.8515542,True
3,0,3,0,1,offensive language,6612,0.06437397,0.93562603,True
3,0,3,0,1,offensive language,8242,0.023441195,0.9765588,True
3,0,3,0,1,offensive language,3128,0.001196742,0.99880326,True
3,0,3,0,1,offensive language,2543,0.15341413,0.84658587,True
3,1,2,0,1,offensive language,15598,0.00590086,0.99409914,True
6,0,6,0,1,offensive language,14785,0.03649378,0.9635062,True
3,0,3,0,1,offensive language,11384,0.03160113,0.96839887,True
3,1,2,0,1,offensive language,7190,0.002723515,0.9972765,True
3,2,1,0,0,hate speech,21653,0.028155506,0.9718445,True
3,0,3,0,1,offensive language,20052,0.010911584,0.9890884,True
3,0,3,0,1,offensive language,13379,0.025931954,0.97406805,True
3,0,3,0,1,offensive language,16781,0.0037637353,0.99623626,True
3,1,2,0,1,offensive language,22629,0.0061064363,0.99389356,True
3,1,2,0,1,offensive language,11478,0.01505512,0.9849449,True
3,0,3,0,1,offensive language,22165,0.0088044405,0.99119556,True
3,0,3,0,1,offensive language,13962,0.009549558,0.99045044,True
3,0,2,1,1,offensive language,13264,0.33224028,0.6677597,True
3,1,2,0,1,offensive language,17001,0.44331133,0.55668867,True
3,0,3,0,1,offensive language,16725,0.10645336,0.89354664,True
3,1,2,0,1,offensive language,19624,0.016367137,0.98363286,True
3,0,3,0,1,offensive language,2613,0.0036905408,0.99630946,True
3,0,2,1,1,offensive language,7951,0.096356034,0.90364397,True
3,0,3,0,1,offensive language,12729,0.044854403,0.9551456,True
3,0,3,0,1,offensive language,14157,0.11904597,0.880954,True
3,0,3,0,1,offensive language,23854,0.008252859,0.99174714,True
3,0,3,0,1,offensive language,22039,0.0026661158,0.9973339,True
3,1,2,0,1,offensive language,8040,0.00095933676,0.99904066,True
3,1,2,0,1,offensive language,8601,0.026268423,0.9737316,True
3,0,3,0,1,offensive language,6180,0.37051207,0.62948793,True
3,0,3,0,1,offensive language,17115,0.08352804,0.91647196,True
3,0,3,0,1,offensive language,3820,0.0745576,0.9254424,True
3,0,3,0,1,offensive language,11665,0.09821081,0.9017892,True
3,0,3,0,1,offensive language,9385,0.019238412,0.9807616,True
3,0,3,0,1,offensive language,7373,0.0027009845,0.997299,True
6,0,6,0,1,offensive language,5246,0.08103573,0.91896427,True
3,0,2,1,1,offensive language,18636,0.43109518,0.5689048,True
3,0,3,0,1,offensive language,3255,0.0035210252,0.996479,True
3,0,3,0,1,offensive language,18094,0.017804444,0.98219556,True
3,0,3,0,1,offensive language,5382,0.04385686,0.95614314,True
3,0,2,1,1,offensive language,7339,0.03840828,0.9615917,True
3,0,2,1,1,offensive language,7412,0.03248799,0.967512,True
3,1,2,0,1,offensive language,706,0.22025305,0.77974695,True
6,0,6,0,1,offensive language,15311,0.00685364,0.99314636,True
3,0,2,1,1,offensive language,3118,0.24475169,0.7552483,True
6,0,6,0,1,offensive language,4543,0.002986312,0.9970137,True
3,0,3,0,1,offensive language,10808,0.2317363,0.7682637,True
3,2,1,0,0,hate speech,19880,0.09512758,0.9048724,True
3,0,3,0,1,offensive language,18690,0.14217454,0.85782546,True
3,0,3,0,1,offensive language,7486,0.11174154,0.88825846,True
3,0,3,0,1,offensive language,16850,0.06508523,0.93491477,True
3,0,3,0,1,offensive language,1314,0.1768688,0.8231312,True
3,0,2,1,1,offensive language,24489,0.1597088,0.8402912,True
3,0,3,0,1,offensive language,8634,0.010776281,0.9892237,True
3,0,3,0,1,offensive language,10647,0.019492686,0.9805073,True
3,0,3,0,1,offensive language,19831,0.19731647,0.80268353,True
3,0,3,0,1,offensive language,5669,0.022686064,0.97731394,True
3,0,3,0,1,offensive language,17360,0.106009185,0.8939908,True
3,0,3,0,1,offensive language,4844,0.08050841,0.9194916,True
3,0,3,0,1,offensive language,1264,0.11839032,0.8816097,True
3,0,3,0,1,offensive language,19774,0.19215065,0.80784935,True
6,1,4,1,1,offensive language,4840,0.45205104,0.54794896,True
3,0,2,1,1,offensive language,20327,0.4460979,0.5539021,True
3,0,3,0,1,offensive language,14815,0.018557131,0.98144287,True
3,0,3,0,1,offensive language,7176,0.0015889406,0.99841106,True
3,2,1,0,0,hate speech,2852,0.002182126,0.9978179,True
3,1,2,0,1,offensive language,22377,0.006888032,0.99311197,True
3,0,3,0,1,offensive language,22506,0.026094198,0.9739058,True
3,0,2,1,1,offensive language,15179,0.42333812,0.5766619,True
3,0,3,0,1,offensive language,15022,0.004360199,0.9956398,True
3,0,3,0,1,offensive language,1246,0.031869233,0.96813077,True
3,0,3,0,1,offensive language,11914,0.0026637912,0.9973362,True
3,0,3,0,1,offensive language,2800,0.012158096,0.9878419,True
3,0,3,0,1,offensive language,12116,0.045207202,0.9547928,True
6,0,6,0,1,offensive language,14082,0.0075253844,0.9924746,True
3,0,3,0,1,offensive language,22486,0.014710367,0.98528963,True
3,0,3,0,1,offensive language,4690,0.0025489926,0.997451,True
3,1,2,0,1,offensive language,14342,0.09532082,0.9046792,True
6,0,6,0,1,offensive language,24108,0.03967446,0.96032554,True
3,0,3,0,1,offensive language,13198,0.0036396384,0.99636036,True
3,3,0,0,0,hate speech,23965,0.0030658245,0.9969342,True
3,0,2,1,1,offensive language,5488,0.031037033,0.96896297,True
3,0,3,0,1,offensive language,22952,0.40956765,0.59043235,True
3,1,2,0,1,offensive language,9874,0.0011822581,0.99881774,True
3,0,3,0,1,offensive language,18515,0.0045716763,0.9954283,True
3,1,2,0,1,offensive language,24713,0.045501173,0.9544988,True
3,0,3,0,1,offensive language,20179,0.035844147,0.96415585,True
3,0,3,0,1,offensive language,14668,0.008390963,0.99160904,True
3,0,3,0,1,offensive language,3891,0.041793942,0.95820606,True
3,0,3,0,1,offensive language,21617,0.062342346,0.93765765,True
3,0,2,1,1,offensive language,4660,0.10000092,0.8999991,True
9,2,7,0,1,offensive language,9288,0.0035716891,0.9964283,True
3,0,3,0,1,offensive language,12136,0.14372331,0.8562767,True
3,1,2,0,1,offensive language,6286,0.47051114,0.52948886,True
3,0,3,0,1,offensive language,14052,0.008549511,0.9914505,True
3,0,3,0,1,offensive language,18873,0.0015919805,0.998408,True
3,0,3,0,1,offensive language,22929,0.007904112,0.9920959,True
3,0,3,0,1,offensive language,8054,0.002468586,0.9975314,True
3,0,3,0,1,offensive language,14281,0.1395905,0.8604095,True
3,0,3,0,1,offensive language,3022,0.08244532,0.9175547,True
3,0,3,0,1,offensive language,23653,0.0068125725,0.9931874,True
3,1,2,0,1,offensive language,22668,0.21368533,0.78631467,True
3,0,3,0,1,offensive language,9855,0.0037437677,0.99625623,True
3,0,3,0,1,offensive language,13181,0.0248968,0.9751032,True
3,0,3,0,1,offensive language,13741,0.014084101,0.9859159,True
3,0,2,1,1,offensive language,3329,0.0025302172,0.9974698,True
3,1,2,0,1,offensive language,13069,0.05681491,0.9431851,True
3,1,2,0,1,offensive language,7267,0.015654266,0.98434573,True
3,2,1,0,0,hate speech,3503,0.0012250543,0.99877495,True
3,1,2,0,1,offensive language,18554,0.11635792,0.8836421,True
3,0,3,0,1,offensive language,24599,0.0030701756,0.9969298,True
3,0,3,0,1,offensive language,24276,0.3751341,0.6248659,True
3,0,2,1,1,offensive language,1733,0.36332065,0.63667935,True
3,0,3,0,1,offensive language,2770,0.30120146,0.69879854,True
3,0,3,0,1,offensive language,19218,0.002384901,0.9976151,True
3,1,2,0,1,offensive language,10253,0.035149515,0.9648505,True
3,0,3,0,1,offensive language,23257,0.00677073,0.99322927,True
3,0,3,0,1,offensive language,24269,0.015617788,0.9843822,True
3,0,3,0,1,offensive language,7982,0.01052767,0.9894723,True
3,0,3,0,1,offensive language,1819,0.017931283,0.9820687,True
3,0,3,0,1,offensive language,24723,0.031644523,0.9683555,True
3,0,3,0,1,offensive language,24624,0.010672569,0.98932743,True
3,1,2,0,1,offensive language,19501,0.11258423,0.88741577,True
3,0,3,0,1,offensive language,10664,0.08810538,0.9118946,True
4,0,4,0,1,offensive language,5429,0.0100412965,0.9899587,True
3,0,3,0,1,offensive language,10713,0.16656429,0.8334357,True
3,0,3,0,1,offensive language,8574,0.0016682744,0.9983317,True
3,0,3,0,1,offensive language,11714,0.00693202,0.993068,True
3,0,3,0,1,offensive language,11764,0.0043066144,0.9956934,True
3,0,3,0,1,offensive language,2124,0.008046091,0.9919539,True
3,0,3,0,1,offensive language,14873,0.1440705,0.8559295,True
3,0,3,0,1,offensive language,8861,0.002387762,0.99761224,True
3,0,3,0,1,offensive language,2582,0.011386752,0.98861325,True
3,0,3,0,1,offensive language,9387,0.0018906593,0.99810934,True
3,1,2,0,1,offensive language,7177,0.012087882,0.9879121,True
3,0,3,0,1,offensive language,13792,0.0049275756,0.9950724,True
3,0,3,0,1,offensive language,580,0.01448524,0.98551476,True
3,0,3,0,1,offensive language,3223,0.01948005,0.98051995,True
3,0,3,0,1,offensive language,19239,0.0033493638,0.99665064,True
3,0,2,1,1,offensive language,18495,0.06582308,0.9341769,True
3,1,2,0,1,offensive language,20313,0.010688245,0.98931175,True
3,0,3,0,1,offensive language,13059,0.0027738214,0.9972262,True
3,0,3,0,1,offensive language,21369,0.006839037,0.99316096,True
3,1,2,0,1,offensive language,16219,0.045705676,0.9542943,True
3,0,3,0,1,offensive language,16038,0.025449157,0.97455084,True
3,0,3,0,1,offensive language,22541,0.087344706,0.9126553,True
3,0,3,0,1,offensive language,17842,0.029579401,0.9704206,True
6,0,5,1,1,offensive language,21989,0.0068193674,0.99318063,True
3,0,3,0,1,offensive language,1772,0.08521676,0.91478324,True
3,0,3,0,1,offensive language,5497,0.047536075,0.9524639,True
3,0,3,0,1,offensive language,23869,0.003913641,0.99608636,True
3,2,1,0,0,hate speech,9393,0.16617078,0.8338292,True
3,0,3,0,1,offensive language,16201,0.007450342,0.99254966,True
3,1,2,0,1,offensive language,23324,0.013573408,0.9864266,True
3,0,3,0,1,offensive language,20298,0.0022698045,0.9977302,True
9,1,8,0,1,offensive language,7479,0.05233407,0.9476659,True
3,0,3,0,1,offensive language,13056,0.023637474,0.9763625,True
3,0,3,0,1,offensive language,12448,0.0038793683,0.99612063,True
3,2,1,0,0,hate speech,6275,0.3807369,0.6192631,True
3,0,3,0,1,offensive language,18035,0.11831987,0.88168013,True
3,0,2,1,1,offensive language,24101,0.023026645,0.97697335,True
6,1,5,0,1,offensive language,2742,0.0056581497,0.99434185,True
3,0,3,0,1,offensive language,1751,0.09487277,0.9051272,True
3,0,3,0,1,offensive language,11367,0.054724634,0.94527537,True
3,0,3,0,1,offensive language,8737,0.072629154,0.92737085,True
3,1,2,0,1,offensive language,13289,0.05535525,0.94464475,True
3,0,3,0,1,offensive language,17301,0.13420498,0.865795,True
3,0,3,0,1,offensive language,4431,0.004696369,0.99530363,True
3,0,3,0,1,offensive language,1537,0.23620903,0.76379097,True
9,0,9,0,1,offensive language,4869,0.0029582381,0.99704176,True
3,0,3,0,1,offensive language,15332,0.05203122,0.9479688,True
3,0,3,0,1,offensive language,15201,0.04186642,0.9581336,True
3,1,2,0,1,offensive language,21280,0.0033416748,0.9966583,True
3,0,3,0,1,offensive language,2881,0.033031523,0.9669685,True
